HR,timestamp,period
107.23,08:20:03,pre-test
106.38,08:20:04,pre-test
106.02,08:20:05,pre-test
105.62,08:20:06,pre-test
105.3,08:20:07,pre-test
104.95,08:20:08,pre-test
104.75,08:20:09,pre-test
105.0,08:20:10,pre-test
105.15,08:20:11,pre-test
105.37,08:20:12,pre-test
105.65,08:20:13,pre-test
106.7,08:20:14,pre-test
108.05,08:20:15,pre-test
109.42,08:20:16,pre-test
110.73,08:20:17,pre-test
111.93,08:20:18,pre-test
112.95,08:20:19,pre-test
113.9,08:20:20,pre-test
114.88,08:20:21,pre-test
115.87,08:20:22,pre-test
116.85,08:20:23,pre-test
117.73,08:20:24,pre-test
118.68,08:20:25,pre-test
119.68,08:20:26,pre-test
120.73,08:20:27,pre-test
121.75,08:20:28,pre-test
122.55,08:20:29,pre-test
123.37,08:20:30,pre-test
124.47,08:20:31,pre-test
125.52,08:20:32,pre-test
126.55,08:20:33,pre-test
127.55,08:20:34,pre-test
128.52,08:20:35,pre-test
129.48,08:20:36,pre-test
130.7,08:20:37,pre-test
131.92,08:20:38,pre-test
133.08,08:20:39,pre-test
134.23,08:20:40,pre-test
135.45,08:20:41,pre-test
136.68,08:20:42,pre-test
137.98,08:20:43,pre-test
139.3,08:20:44,pre-test
140.62,08:20:45,pre-test
141.93,08:20:46,pre-test
142.7,08:20:47,pre-test
143.97,08:20:48,pre-test
145.2,08:20:49,pre-test
146.38,08:20:50,pre-test
146.65,08:20:51,pre-test
146.85,08:20:52,pre-test
147.1,08:20:53,pre-test
147.4,08:20:54,pre-test
147.67,08:20:55,pre-test
147.92,08:20:56,pre-test
147.73,08:20:57,pre-test
147.55,08:20:58,pre-test
147.35,08:20:59,pre-test
147.13,08:21:00,pre-test
146.77,08:21:01,pre-test
148.13,08:21:02,pre-test
149.45,08:21:03,pre-test
150.93,08:21:04,pre-test
152.43,08:21:05,pre-test
153.95,08:21:06,pre-test
155.42,08:21:07,pre-test
156.83,08:21:08,pre-test
158.25,08:21:09,pre-test
159.18,08:21:10,pre-test
160.52,08:21:11,pre-test
161.77,08:21:12,pre-test
162.98,08:21:13,pre-test
163.38,08:21:14,pre-test
163.38,08:21:15,pre-test
163.37,08:21:16,pre-test
163.37,08:21:17,pre-test
163.32,08:21:18,pre-test
163.27,08:21:19,pre-test
163.28,08:21:20,pre-test
163.25,08:21:21,pre-test
163.42,08:21:22,pre-test
163.58,08:21:23,pre-test
163.92,08:21:24,pre-test
164.22,08:21:25,pre-test
164.47,08:21:26,pre-test
164.73,08:21:27,pre-test
165.02,08:21:28,pre-test
165.5,08:21:29,pre-test
165.82,08:21:30,pre-test
165.75,08:21:31,pre-test
165.72,08:21:32,pre-test
165.72,08:21:33,pre-test
165.7,08:21:34,pre-test
165.75,08:21:35,pre-test
165.8,08:21:36,pre-test
165.83,08:21:37,pre-test
165.88,08:21:38,pre-test
165.88,08:21:39,pre-test
165.88,08:21:40,pre-test
165.8,08:21:41,pre-test
165.7,08:21:42,pre-test
165.55,08:21:43,pre-test
165.38,08:21:44,pre-test
165.25,08:21:45,pre-test
165.02,08:21:46,pre-test
164.78,08:21:47,pre-test
164.53,08:21:48,pre-test
164.48,08:21:49,pre-test
164.45,08:21:50,pre-test
164.43,08:21:51,pre-test
164.45,08:21:52,pre-test
164.4,08:21:53,pre-test
164.3,08:21:54,pre-test
164.23,08:21:55,pre-test
164.17,08:21:56,pre-test
164.07,08:21:57,pre-test
163.83,08:21:58,pre-test
163.62,08:21:59,pre-test
163.42,08:22:00,pre-test
163.38,08:22:01,pre-test
163.3,08:22:02,pre-test
163.22,08:22:03,pre-test
163.12,08:22:04,pre-test
162.95,08:22:05,pre-test
162.8,08:22:06,pre-test
162.65,08:22:07,pre-test
162.53,08:22:08,pre-test
162.2,08:22:09,pre-test
161.88,08:22:10,pre-test
161.32,08:22:11,pre-test
160.38,08:22:12,pre-test
159.5,08:22:13,pre-test
158.63,08:22:14,pre-test
157.67,08:22:15,pre-test
156.68,08:22:16,pre-test
155.65,08:22:17,pre-test
154.7,08:22:18,pre-test
153.8,08:22:19,pre-test
152.85,08:22:20,pre-test
151.92,08:22:21,pre-test
150.78,08:22:22,pre-test
149.63,08:22:23,pre-test
148.33,08:22:24,pre-test
147.07,08:22:25,pre-test
145.8,08:22:26,pre-test
144.5,08:22:27,pre-test
143.17,08:22:28,pre-test
141.78,08:22:29,pre-test
140.52,08:22:30,pre-test
139.38,08:22:31,pre-test
138.47,08:22:32,pre-test
137.53,08:22:33,pre-test
136.62,08:22:34,pre-test
135.7,08:22:35,pre-test
134.8,08:22:36,pre-test
133.88,08:22:37,pre-test
133.27,08:22:38,pre-test
132.68,08:22:39,pre-test
131.72,08:22:40,pre-test
130.67,08:22:41,pre-test
129.63,08:22:42,pre-test
128.63,08:22:43,pre-test
127.6,08:22:44,pre-test
126.57,08:22:45,pre-test
125.67,08:22:46,pre-test
125.87,08:22:47,pre-test
124.68,08:22:48,pre-test
124.58,08:22:49,pre-test
123.18,08:22:50,pre-test
123.03,08:22:51,pre-test
121.6,08:22:52,pre-test
121.52,08:22:53,pre-test
120.13,08:22:54,pre-test
120.1,08:22:55,pre-test
118.75,08:22:56,pre-test
118.75,08:22:57,pre-test
117.3,08:22:58,pre-test
117.43,08:22:59,pre-test
115.98,08:23:00,pre-test
116.1,08:23:01,pre-test
114.75,08:23:02,pre-test
114.87,08:23:03,pre-test
113.5,08:23:04,pre-test
113.63,08:23:05,pre-test
112.6,08:23:06,pre-test
112.7,08:23:07,pre-test
111.7,08:23:08,pre-test
111.93,08:23:09,pre-test
111.12,08:23:10,pre-test
109.7,08:23:11,pre-test
110.42,08:23:12,pre-test
109.6,08:23:13,pre-test
110.35,08:23:14,pre-test
111.12,08:23:15,pre-test
110.47,08:23:16,pre-test
111.42,08:23:17,pre-test
110.75,08:23:18,pre-test
111.52,08:23:19,pre-test
110.85,08:23:20,pre-test
111.65,08:23:21,pre-test
110.93,08:23:22,pre-test
111.7,08:23:23,pre-test
113.15,08:23:24,pre-test
113.33,08:23:25,pre-test
112.92,08:23:26,pre-test
113.75,08:23:27,pre-test
113.4,08:23:28,pre-test
114.43,08:23:29,pre-test
114.22,08:23:30,pre-test
115.22,08:23:31,pre-test
114.77,08:23:32,pre-test
115.63,08:23:33,pre-test
115.15,08:23:34,pre-test
116.0,08:23:35,pre-test
115.0,08:23:36,pre-test
115.85,08:23:37,pre-test
115.02,08:23:38,pre-test
115.62,08:23:39,pre-test
116.6,08:23:40,pre-test
117.77,08:23:41,pre-test
119.72,08:23:42,pre-test
121.23,08:23:43,pre-test
122.13,08:23:44,pre-test
123.07,08:23:45,pre-test
123.92,08:23:46,pre-test
123.63,08:23:47,pre-test
124.75,08:23:48,pre-test
124.6,08:23:49,pre-test
125.73,08:23:50,pre-test
125.57,08:23:51,pre-test
126.68,08:23:52,pre-test
126.47,08:23:53,pre-test
127.55,08:23:54,pre-test
127.27,08:23:55,pre-test
128.33,08:23:56,pre-test
128.07,08:23:57,pre-test
129.42,08:23:58,pre-test
129.18,08:23:59,pre-test
130.55,08:24:00,pre-test
130.32,08:24:01,pre-test
131.63,08:24:02,pre-test
131.58,08:24:03,pre-test
133.02,08:24:04,pre-test
132.97,08:24:05,pre-test
134.05,08:24:06,pre-test
134.0,08:24:07,pre-test
135.05,08:24:08,pre-test
135.05,08:24:09,pre-test
136.1,08:24:10,pre-test
137.73,08:24:11,pre-test
137.68,08:24:12,pre-test
139.17,08:24:13,pre-test
139.12,08:24:14,pre-test
139.17,08:24:15,pre-test
140.62,08:24:16,pre-test
140.5,08:24:17,pre-test
141.93,08:24:18,pre-test
141.92,08:24:19,pre-test
143.35,08:24:20,pre-test
143.3,08:24:21,pre-test
144.45,08:24:22,pre-test
144.13,08:24:23,pre-test
143.13,08:24:24,pre-test
143.32,08:24:25,pre-test
144.13,08:24:26,pre-test
143.87,08:24:27,pre-test
144.83,08:24:28,pre-test
144.58,08:24:29,pre-test
145.55,08:24:30,pre-test
145.25,08:24:31,pre-test
146.22,08:24:32,pre-test
145.85,08:24:33,pre-test
146.8,08:24:34,pre-test
146.4,08:24:35,pre-test
147.92,08:24:36,pre-test
147.55,08:24:37,pre-test
148.6,08:24:38,pre-test
148.25,08:24:39,pre-test
147.97,08:24:40,pre-test
147.62,08:24:41,pre-test
146.62,08:24:42,pre-test
146.05,08:24:43,pre-test
146.15,08:24:44,pre-test
146.27,08:24:45,pre-test
146.45,08:24:46,pre-test
146.8,08:24:47,pre-test
147.12,08:24:48,pre-test
147.38,08:24:49,pre-test
147.68,08:24:50,pre-test
148.0,08:24:51,pre-test
148.37,08:24:52,pre-test
148.75,08:24:53,pre-test
149.13,08:24:54,pre-test
149.55,08:24:55,pre-test
150.03,08:24:56,pre-test
150.52,08:24:57,pre-test
150.97,08:24:58,pre-test
151.4,08:24:59,pre-test
151.82,08:25:00,pre-test
152.22,08:25:01,pre-test
152.55,08:25:02,pre-test
152.83,08:25:03,pre-test
153.1,08:25:04,pre-test
153.38,08:25:05,pre-test
153.72,08:25:06,pre-test
154.07,08:25:07,pre-test
154.48,08:25:08,pre-test
154.88,08:25:09,pre-test
155.25,08:25:10,pre-test
155.6,08:25:11,pre-test
155.88,08:25:12,pre-test
156.12,08:25:13,pre-test
156.33,08:25:14,pre-test
156.55,08:25:15,pre-test
156.88,08:25:16,pre-test
157.33,08:25:17,pre-test
157.77,08:25:18,pre-test
158.17,08:25:19,pre-test
158.53,08:25:20,pre-test
158.93,08:25:21,pre-test
159.62,08:25:22,pre-test
160.27,08:25:23,pre-test
160.92,08:25:24,pre-test
161.62,08:25:25,pre-test
162.28,08:25:26,pre-test
162.8,08:25:27,pre-test
163.32,08:25:28,pre-test
163.72,08:25:29,pre-test
164.38,08:25:30,pre-test
165.05,08:25:31,pre-test
165.75,08:25:32,pre-test
166.22,08:25:33,pre-test
166.05,08:25:34,pre-test
165.83,08:25:35,pre-test
165.53,08:25:36,pre-test
165.25,08:25:37,pre-test
164.93,08:25:38,pre-test
164.58,08:25:39,pre-test
164.15,08:25:40,pre-test
163.7,08:25:41,pre-test
163.1,08:25:42,pre-test
162.53,08:25:43,pre-test
161.98,08:25:44,pre-test
161.4,08:25:45,pre-test
160.82,08:25:46,pre-test
160.13,08:25:47,pre-test
159.47,08:25:48,pre-test
158.87,08:25:49,pre-test
158.23,08:25:50,pre-test
157.58,08:25:51,pre-test
156.88,08:25:52,pre-test
156.15,08:25:53,pre-test
155.33,08:25:54,pre-test
154.53,08:25:55,pre-test
153.65,08:25:56,pre-test
152.77,08:25:57,pre-test
151.85,08:25:58,pre-test
150.97,08:25:59,pre-test
150.1,08:26:00,pre-test
149.28,08:26:01,pre-test
148.5,08:26:02,pre-test
147.7,08:26:03,pre-test
146.9,08:26:04,pre-test
146.1,08:26:05,pre-test
145.27,08:26:06,pre-test
144.4,08:26:07,pre-test
143.45,08:26:08,pre-test
142.53,08:26:09,pre-test
141.63,08:26:10,pre-test
140.75,08:26:11,pre-test
139.92,08:26:12,pre-test
139.12,08:26:13,pre-test
138.33,08:26:14,pre-test
137.55,08:26:15,pre-test
136.68,08:26:16,pre-test
135.7,08:26:17,pre-test
134.77,08:26:18,pre-test
133.88,08:26:19,pre-test
133.02,08:26:20,pre-test
132.12,08:26:21,pre-test
131.25,08:26:22,pre-test
130.4,08:26:23,pre-test
129.62,08:26:24,pre-test
128.87,08:26:25,pre-test
128.15,08:26:26,pre-test
127.42,08:26:27,pre-test
126.68,08:26:28,pre-test
125.95,08:26:29,pre-test
125.0,08:26:30,pre-test
124.05,08:26:31,pre-test
123.05,08:26:32,pre-test
122.28,08:26:33,pre-test
122.17,08:26:34,pre-test
122.12,08:26:35,pre-test
122.08,08:26:36,pre-test
122.07,08:26:37,pre-test
122.05,08:26:38,pre-test
122.08,08:26:39,pre-test
122.15,08:26:40,pre-test
122.23,08:26:41,pre-test
122.35,08:26:42,pre-test
122.45,08:26:43,pre-test
122.52,08:26:44,pre-test
122.6,08:26:45,pre-test
122.67,08:26:46,pre-test
122.68,08:26:47,pre-test
122.7,08:26:48,pre-test
122.68,08:26:49,pre-test
122.68,08:26:50,pre-test
122.7,08:26:51,pre-test
122.72,08:26:52,pre-test
122.73,08:26:53,pre-test
122.83,08:26:54,pre-test
122.9,08:26:55,pre-test
122.97,08:26:56,pre-test
123.02,08:26:57,pre-test
123.08,08:26:58,pre-test
123.12,08:26:59,pre-test
123.13,08:27:00,pre-test
123.13,08:27:01,pre-test
123.13,08:27:02,pre-test
123.12,08:27:03,pre-test
123.1,08:27:04,pre-test
123.07,08:27:05,pre-test
123.05,08:27:06,pre-test
123.03,08:27:07,pre-test
123.03,08:27:08,pre-test
123.03,08:27:09,pre-test
123.03,08:27:10,pre-test
123.05,08:27:11,pre-test
123.07,08:27:12,pre-test
123.1,08:27:13,pre-test
123.12,08:27:14,pre-test
123.13,08:27:15,pre-test
123.15,08:27:16,pre-test
123.15,08:27:17,pre-test
123.17,08:27:18,pre-test
123.18,08:27:19,pre-test
123.2,08:27:20,pre-test
123.23,08:27:21,pre-test
123.28,08:27:22,pre-test
123.33,08:27:23,pre-test
123.35,08:27:24,pre-test
123.33,08:27:25,pre-test
123.3,08:27:26,pre-test
123.25,08:27:27,pre-test
123.22,08:27:28,pre-test
123.18,08:27:29,pre-test
123.17,08:27:30,pre-test
123.17,08:27:31,pre-test
123.18,08:27:32,pre-test
123.22,08:27:33,pre-test
123.25,08:27:34,pre-test
123.3,08:27:35,pre-test
123.33,08:27:36,pre-test
123.37,08:27:37,pre-test
123.4,08:27:38,pre-test
123.43,08:27:39,pre-test
123.43,08:27:40,pre-test
123.43,08:27:41,pre-test
123.43,08:27:42,pre-test
123.42,08:27:43,pre-test
123.42,08:27:44,pre-test
123.4,08:27:45,pre-test
123.37,08:27:46,pre-test
123.32,08:27:47,pre-test
123.27,08:27:48,pre-test
123.25,08:27:49,pre-test
123.22,08:27:50,pre-test
123.18,08:27:51,pre-test
123.15,08:27:52,pre-test
123.12,08:27:53,pre-test
123.1,08:27:54,pre-test
123.08,08:27:55,pre-test
123.07,08:27:56,pre-test
123.02,08:27:57,pre-test
122.97,08:27:58,pre-test
122.92,08:27:59,pre-test
122.87,08:28:00,pre-test
122.82,08:28:01,pre-test
122.78,08:28:02,pre-test
122.75,08:28:03,pre-test
122.73,08:28:04,pre-test
122.75,08:28:05,pre-test
122.78,08:28:06,pre-test
122.85,08:28:07,pre-test
122.92,08:28:08,pre-test
122.95,08:28:09,pre-test
122.98,08:28:10,pre-test
123.02,08:28:11,pre-test
123.03,08:28:12,pre-test
123.03,08:28:13,pre-test
123.03,08:28:14,pre-test
123.03,08:28:15,pre-test
123.03,08:28:16,pre-test
123.07,08:28:17,pre-test
123.08,08:28:18,pre-test
123.1,08:28:19,pre-test
123.1,08:28:20,pre-test
123.1,08:28:21,pre-test
123.08,08:28:22,pre-test
123.07,08:28:23,pre-test
123.05,08:28:24,pre-test
123.03,08:28:25,pre-test
123.02,08:28:26,pre-test
123.02,08:28:27,pre-test
123.02,08:28:28,pre-test
123.05,08:28:29,pre-test
123.1,08:28:30,pre-test
123.17,08:28:31,pre-test
123.23,08:28:32,pre-test
123.32,08:28:33,pre-test
123.4,08:28:34,pre-test
123.43,08:28:35,pre-test
123.45,08:28:36,pre-test
123.45,08:28:37,pre-test
123.48,08:28:38,pre-test
123.52,08:28:39,pre-test
123.62,08:28:40,pre-test
123.73,08:28:41,pre-test
123.85,08:28:42,pre-test
123.92,08:28:43,pre-test
123.95,08:28:44,pre-test
123.9,08:28:45,pre-test
123.87,08:28:46,pre-test
123.85,08:28:47,pre-test
123.82,08:28:48,pre-test
123.75,08:28:49,pre-test
123.75,08:28:50,pre-test
123.8,08:28:51,pre-test
123.87,08:28:52,pre-test
123.92,08:28:53,pre-test
123.93,08:28:54,pre-test
123.95,08:28:55,pre-test
123.98,08:28:56,pre-test
123.9,08:28:57,pre-test
123.82,08:28:58,pre-test
123.78,08:28:59,pre-test
123.7,08:29:00,pre-test
123.57,08:29:01,pre-test
123.42,08:29:02,pre-test
123.27,08:29:03,pre-test
123.1,08:29:04,pre-test
122.88,08:29:05,pre-test
122.65,08:29:06,pre-test
122.4,08:29:07,pre-test
122.1,08:29:08,pre-test
121.83,08:29:09,pre-test
121.57,08:29:10,pre-test
121.3,08:29:11,pre-test
121.07,08:29:12,pre-test
120.87,08:29:13,pre-test
120.65,08:29:14,pre-test
120.45,08:29:15,pre-test
120.3,08:29:16,pre-test
120.13,08:29:17,pre-test
119.98,08:29:18,pre-test
119.85,08:29:19,pre-test
119.72,08:29:20,pre-test
119.58,08:29:21,pre-test
119.48,08:29:22,pre-test
119.42,08:29:23,pre-test
119.35,08:29:24,pre-test
119.3,08:29:25,pre-test
119.25,08:29:26,pre-test
119.22,08:29:27,pre-test
119.18,08:29:28,pre-test
119.12,08:29:29,pre-test
119.0,08:29:30,pre-test
118.87,08:29:31,pre-test
118.72,08:29:32,pre-test
118.5,08:29:33,pre-test
118.3,08:29:34,pre-test
118.15,08:29:35,pre-test
117.97,08:29:36,pre-test
117.82,08:29:37,pre-test
117.63,08:29:38,pre-test
117.47,08:29:39,pre-test
117.22,08:29:40,pre-test
117.05,08:29:41,pre-test
116.87,08:29:42,pre-test
116.72,08:29:43,pre-test
116.52,08:29:44,pre-test
116.35,08:29:45,pre-test
116.22,08:29:46,pre-test
116.08,08:29:47,pre-test
115.97,08:29:48,pre-test
115.83,08:29:49,pre-test
115.63,08:29:50,pre-test
115.38,08:29:51,pre-test
115.12,08:29:52,pre-test
114.88,08:29:53,pre-test
114.63,08:29:54,pre-test
114.32,08:29:55,pre-test
114.03,08:29:56,pre-test
113.9,08:29:57,pre-test
113.43,08:29:58,pre-test
113.35,08:29:59,pre-test
113.28,08:30:00,pre-test
113.3,08:30:01,pre-test
113.33,08:30:02,pre-test
113.42,08:30:03,pre-test
113.52,08:30:04,pre-test
113.65,08:30:05,pre-test
113.8,08:30:06,pre-test
114.27,08:30:07,pre-test
113.4,08:30:08,pre-test
114.37,08:30:09,pre-test
113.67,08:30:10,pre-test
114.67,08:30:11,pre-test
113.93,08:30:12,pre-test
114.8,08:30:13,pre-test
115.37,08:30:14,pre-test
115.93,08:30:15,pre-test
116.45,08:30:16,pre-test
116.93,08:30:17,pre-test
117.42,08:30:18,pre-test
117.85,08:30:19,pre-test
118.3,08:30:20,pre-test
118.77,08:30:21,pre-test
119.2,08:30:22,pre-test
119.6,08:30:23,pre-test
118.85,08:30:24,pre-test
119.62,08:30:25,pre-test
120.5,08:30:26,pre-test
120.1,08:30:27,pre-test
120.55,08:30:28,pre-test
120.22,08:30:29,pre-test
120.68,08:30:30,pre-test
120.27,08:30:31,pre-test
120.02,08:30:32,pre-test
119.65,08:30:33,pre-test
119.28,08:30:34,pre-test
120.15,08:30:35,pre-test
119.5,08:30:36,pre-test
120.15,08:30:37,pre-test
119.45,08:30:38,pre-test
120.0,08:30:39,pre-test
119.72,08:30:40,pre-test
118.83,08:30:41,pre-test
119.37,08:30:42,pre-test
118.47,08:30:43,pre-test
119.17,08:30:44,pre-test
118.33,08:30:45,pre-test
119.02,08:30:46,pre-test
118.1,08:30:47,pre-test
118.73,08:30:48,pre-test
117.98,08:30:49,pre-test
117.45,08:30:50,pre-test
116.88,08:30:51,pre-test
116.35,08:30:52,pre-test
115.82,08:30:53,pre-test
115.42,08:30:54,pre-test
115.07,08:30:55,pre-test
114.68,08:30:56,pre-test
114.28,08:30:57,pre-test
114.23,08:30:58,pre-test
113.8,08:30:59,pre-test
113.35,08:31:00,pre-test
112.87,08:31:01,pre-test
112.33,08:31:02,pre-test
111.8,08:31:03,pre-test
111.25,08:31:04,pre-test
110.7,08:31:05,pre-test
110.12,08:31:06,pre-test
109.22,08:31:07,pre-test
109.77,08:31:08,pre-test
108.45,08:31:09,pre-test
108.78,08:31:10,pre-test
107.4,08:31:11,pre-test
107.77,08:31:12,pre-test
106.63,08:31:13,pre-test
105.73,08:31:14,pre-test
104.75,08:31:15,pre-test
103.8,08:31:16,pre-test
102.87,08:31:17,pre-test
101.95,08:31:18,pre-test
101.0,08:31:19,pre-test
100.07,08:31:20,pre-test
99.12,08:31:21,pre-test
98.9,08:31:22,pre-test
97.88,08:31:23,pre-test
98.27,08:31:24,pre-test
96.55,08:31:25,pre-test
95.28,08:31:26,pre-test
95.43,08:31:27,pre-test
94.67,08:31:28,pre-test
94.72,08:31:29,pre-test
94.0,08:31:30,pre-test
94.17,08:31:31,pre-test
94.18,08:31:32,pre-test
94.35,08:31:33,pre-test
94.53,08:31:34,pre-test
93.47,08:31:35,pre-test
93.15,08:31:36,pre-test
92.25,08:31:37,pre-test
92.78,08:31:38,pre-test
91.77,08:31:39,pre-test
92.3,08:31:40,pre-test
92.63,08:31:41,pre-test
92.33,08:31:42,pre-test
93.25,08:31:43,pre-test
92.67,08:31:44,pre-test
93.57,08:31:45,pre-test
92.87,08:31:46,pre-test
93.72,08:31:47,pre-test
92.93,08:31:48,pre-test
93.42,08:31:49,pre-test
93.7,08:31:50,pre-test
94.05,08:31:51,pre-test
94.35,08:31:52,pre-test
94.72,08:31:53,pre-test
94.97,08:31:54,pre-test
95.22,08:31:55,pre-test
95.48,08:31:56,pre-test
95.77,08:31:57,pre-test
96.05,08:31:58,pre-test
96.23,08:31:59,pre-test
96.48,08:32:00,pre-test
96.83,08:32:01,pre-test
97.07,08:32:02,pre-test
97.33,08:32:03,pre-test
97.57,08:32:04,pre-test
97.88,08:32:05,pre-test
97.82,08:32:06,pre-test
98.73,08:32:07,pre-test
98.52,08:32:08,pre-test
99.42,08:32:09,pre-test
99.27,08:32:10,pre-test
100.15,08:32:11,pre-test
99.97,08:32:12,pre-test
100.67,08:32:13,pre-test
100.42,08:32:14,pre-test
101.38,08:32:15,pre-test
101.67,08:32:16,pre-test
101.88,08:32:17,pre-test
101.58,08:32:18,pre-test
102.47,08:32:19,pre-test
102.2,08:32:20,pre-test
103.15,08:32:21,pre-test
102.08,08:32:22,pre-test
103.23,08:32:23,pre-test
103.18,08:32:24,pre-test
103.7,08:32:25,pre-test
103.67,08:32:26,pre-test
103.52,08:32:27,pre-test
103.25,08:32:28,pre-test
104.15,08:32:29,pre-test
103.57,08:32:30,pre-test
104.45,08:32:31,pre-test
103.9,08:32:32,pre-test
104.73,08:32:33,pre-test
104.18,08:32:34,pre-test
105.03,08:32:35,pre-test
105.57,08:32:36,pre-test
106.52,08:32:37,pre-test
106.05,08:32:38,pre-test
107.2,08:32:39,pre-test
106.3,08:32:40,pre-test
107.45,08:32:41,pre-test
106.43,08:32:42,pre-test
107.05,08:32:43,pre-test
106.22,08:32:44,pre-test
106.78,08:32:45,pre-test
108.25,08:32:46,pre-test
107.62,08:32:47,pre-test
108.22,08:32:48,pre-test
108.53,08:32:49,pre-test
108.85,08:32:50,pre-test
109.13,08:32:51,pre-test
108.73,08:32:52,pre-test
109.17,08:32:53,pre-test
108.7,08:32:54,pre-test
109.18,08:32:55,pre-test
109.33,08:32:56,pre-test
109.5,08:32:57,pre-test
109.67,08:32:58,pre-test
109.88,08:32:59,pre-test
110.1,08:33:00,pre-test
110.2,08:33:01,pre-test
110.47,08:33:02,pre-test
110.67,08:33:03,pre-test
110.9,08:33:04,pre-test
111.22,08:33:05,pre-test
111.9,08:33:06,pre-test
111.58,08:33:07,pre-test
112.33,08:33:08,pre-test
112.0,08:33:09,pre-test
114.22,08:33:10,pre-test
115.52,08:33:11,pre-test
117.77,08:33:12,pre-test
117.3,08:33:13,pre-test
117.47,08:33:14,pre-test
117.35,08:33:15,pre-test
117.37,08:33:16,pre-test
117.43,08:33:17,pre-test
117.98,08:33:18,pre-test
117.05,08:33:19,pre-test
118.05,08:33:20,pre-test
117.87,08:33:21,pre-test
118.17,08:33:22,pre-test
117.72,08:33:23,pre-test
117.72,08:33:24,pre-test
117.72,08:33:25,pre-test
119.73,08:33:26,pre-test
121.72,08:33:27,pre-test
121.85,08:33:28,pre-test
120.82,08:33:29,pre-test
121.27,08:33:30,pre-test
120.27,08:33:31,pre-test
120.72,08:33:32,pre-test
119.73,08:33:33,pre-test
120.25,08:33:34,pre-test
119.53,08:33:35,pre-test
119.97,08:33:36,pre-test
119.25,08:33:37,pre-test
119.85,08:33:38,pre-test
119.08,08:33:39,pre-test
119.67,08:33:40,pre-test
118.88,08:33:41,pre-test
119.48,08:33:42,pre-test
118.62,08:33:43,pre-test
119.17,08:33:44,pre-test
118.4,08:33:45,pre-test
116.78,08:33:46,pre-test
117.32,08:33:47,pre-test
116.73,08:33:48,pre-test
118.37,08:33:49,pre-test
119.92,08:33:50,pre-test
121.55,08:33:51,pre-test
123.8,08:33:52,pre-test
125.15,08:33:53,pre-test
127.5,08:33:54,pre-test
127.15,08:33:55,pre-test
127.12,08:33:56,pre-test
127.18,08:33:57,pre-test
127.22,08:33:58,pre-test
127.22,08:33:59,pre-test
